"OTU_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"H16_2_M.s42850","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Ideonella_A_591966",""
"H16_2_M.s10085","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Ideonella_A_591966",""
"H16_2_M.s17293","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Ideonella_A_591966",""
"H16_2_M.s48654","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Ideonella_A_591966",""
"H15_1_M.s6333","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rubrivivax",NA
"H10_3_M.s8621","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H19_2_M.s3521","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_1_M.s113844","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","PBB1","PBB1 sp002255905"
"H13_1_M.s72734","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H17_2_T.s12450","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_591014",""
"H13_3_M.s43121","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_591014",""
"H15_1_M.s101274","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_591014",""
"H11_2_T.s11336","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_3_T.s12378","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_2_T.s66615","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H17_1_T.s31441","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H10_2_T.s26365","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H18_1_M.s15912","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H10_2_M.s10052","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950",NA
"H11_3_T.s10392","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_2_T.s26642","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H15_1_T.s39980","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H1_2_T.s15413","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_3_M.s14305","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_2_T.s10096","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H10_3_T.s33936","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H10_3_T.s58551","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H18_2_T.s43080","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H15_1_M.s105105","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H2_1_T.s23486","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_1_M.s17273","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H15_1_T.s24351","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_2_T.s3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H15_3_M.s1227","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H13_3_M.s35140","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_3_M.s51363","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H10_3_T.s63423","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H17_1_T.s21708","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H11_2_T.s4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_3_M.s63122","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H1_3_T.s37","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H18_2_T.s27440","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H15_3_M.s954","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H16_1_T.s40985","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H18_2_T.s10744","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H11_2_T.s26973","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H13_1_M.s104016","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H18_2_T.s1727","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H18_2_T.s41494","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H13_1_M.s22845","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H15_1_M.s91335","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Rhizobacter_590950","Rhizobacter sp001425825"
"H10_2_T.s32877","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","",""
"H13_3_M.s50326","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_3_M.s4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Pelomonas",""
"H11_3_T.s11984","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Pelomonas",NA
"H1_3_T.s92571","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Pelomonas",NA
"H5_3_M.s8643","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Pelomonas",NA
"H19_1_T.s43707","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Pelomonas","Pelomonas puraquae"
"H10_1_T.s12312","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_1_M.s114742","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421",NA,NA
"H13_2_T.s14219","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Telluria_571537","Telluria psychrophila"
"H13_2_T.s4391","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595421","Telluria_571537","Telluria psychrophila"
"H12_3_T.s1661","Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Leuconostoc_B","Leuconostoc_B carnosum"
"H17_3_T.s1","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas sp002401685"
"H15_1_M.s18177","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas sp002401685"
"H15_1_M.s106145","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"H15_1_T.s34213","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"H10_2_T.s17635","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"H13_2_T.s20024","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"H10_2_T.s16550","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA4665","GCA-2746885","GCA-2746885 sp002746885"
"H12_3_M.s11951","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA4665","UBA4665",""
"H15_1_M.s107782","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1020","UBA1020","UBA1020 sp002348615"
"H10_2_M.s12782","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547",NA,NA
"H10_1_M.s23275","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547","Microsaccharimonas","Microsaccharimonas sossegonensis"
"H10_2_T.s10110","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547","Microsaccharimonas","Microsaccharimonas sossegonensis"
"H5_3_T.s10119","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","",""
"H12_1_M.s1479","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","",""
"H11_2_T.s10031","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","",""
"H11_2_T.s34643","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","",""
"H10_2_T.s2","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_B_27156",""
"H18_2_T_2.s11974","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_B_27156",""
"H19_3_T.s44","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H13_2_T.s3","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H19_3_T.s140","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H15_1_T.s42390","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H11_3_T.s17234","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H15_3_T.s6094","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H11_3_T.s57327","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H15_1_T.s25175","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H13_1_M.s16804","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H16_2_M.s3241","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H13_1_M.s36858","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H13_1_M.s51470","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H1_1_M.s318","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H10_1_M.s10218","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H11_1_M.s14542","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H11_2_T.s1072","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H11_2_T.s10084","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsidaceae_29098","",""
"H18_2_T.s13971","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Microcoleus",""
"H18_2_T.s13156","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Microcoleus",""
"H10_3_M.s8530","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Microcoleus",NA
"H18_2_T.s33030","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Microcoleus",""
"H11_1_M.s14928","Bacteria","Cyanobacteriota","Cyanobacteriia","Elainellales","Elainellaceae","",""
"H17_2_T.s13877","Bacteria","Cyanobacteriota","Cyanobacteriia","Elainellales","Elainellaceae",NA,NA
"H13_1_M.s68356","Bacteria","Cyanobacteriota","Cyanobacteriia","Elainellales","Elainellaceae","JAAUSF01",""
"H13_1_M.s108639","Bacteria","Cyanobacteriota","Cyanobacteriia","Elainellales","Elainellaceae","",""
"H13_1_M.s108964","Bacteria","Cyanobacteriota","Cyanobacteriia","Elainellales","Elainellaceae","",""
"H11_3_T.s10036","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Chamaesiphon","Chamaesiphon minutus"
"H18_2_T.s16275","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Chamaesiphon","Chamaesiphon minutus"
"H2_3_M.s359","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","",""
"H13_1_M.s17111","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Caldora","Caldora sp010672925"
"H13_1_M.s22847","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Caldora","Caldora sp010672925"
"H13_3_M.s30988","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H13_2_T.s77429","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H2_1_T.s21728","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H13_2_T.s19470","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H13_2_T.s71249","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H12_3_M.s25314","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H13_2_T.s17491","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H12_3_M.s34764","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H1_3_T.s41484","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H12_3_M.s25986","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H13_2_T.s51513","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H7_1_T.s16249","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H16_2_T.s478","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H8_1_T.s39905","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H10_1_M.s10650","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H1_3_T.s135249","Bacteria",NA,NA,NA,NA,NA,NA
"H13_1_M.s21773","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H9_2_T.s3945","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H10_2_M.s9570","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","JC017","JC017 sp004296775"
"H10_2_T.s22017","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","Phormidesmis_A","Phormidesmis_A priestleyi_A"
"H15_1_M.s70300","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","Phormidesmis_A","Phormidesmis_A priestleyi_A"
"H15_1_M.s49","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","Phormidesmis_A","Phormidesmis_A priestleyi_A"
"H14_3_M.s1162","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","Phormidesmis_A",NA
"H13_1_M.s6426","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","Phormidesmis_A","Phormidesmis_A priestleyi_A"
"H11_3_M.s14166","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales_30033","Leptolyngbyaceae_30030","ULC077BIN1","ULC077BIN1 sp003249025"
"H2_2_T.s19099","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
"H3_1_T.s10219","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","VFJQ01","VFJQ01 sp009885995"
"H10_3_T.s16369","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","AV80","AV80 sp003134765"
"H13_1_M.s46167","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450",NA,NA
"H13_1_T.s302","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","",""
"H10_1_M.s26560","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","UBA1321","LW23",""
"H11_1_M.s11043","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","UBA1321","LW23",""
"H10_2_M.s1153","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s15644","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s13230","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H13_1_M.s104","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s17788","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H8_1_T.s16568","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_3_T.s12662","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H13_1_M.s93","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H6_1_T.s21137","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H6_1_T.s28878","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s10654","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_3_T.s32596","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H13_2_T.s14138","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s1749","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_3_M.s11171","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_3_T.s24575","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_3_M.s1865","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H12_3_M.s16818","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H6_1_T.s56","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s23151","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_3_T.s1746","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s35216","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_T.s47475","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_3_M.s12118","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s35069","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H15_1_T.s13975","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","Palsa-1382","Palsa-1382 sp003167365"
"H1_1_M.s86208","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H15_1_M.s116975","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s32070","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_T.s10490","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_3_T.s133899","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s12928","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s6890","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s12621","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_2_T.s1447","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_1_M.s26257","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s46393","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H12_2_T.s654","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_2_M.s13836","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales",NA,NA,NA
"H15_1_M.s102311","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","",""
"H11_2_M.s29445","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H18_2_M.s12628","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_3_T.s130557","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_1_M.s32981","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_1_M.s54501","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s19842","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H4_2_T.s13837","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H17_1_T.s53339","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s15150","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_1_M.s85753","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s10922","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_1_M.s51979","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s31275","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H10_1_M.s39490","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s19946","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s35773","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s20132","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s15187","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H1_1_T.s2996","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s14014","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s41831","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s2672","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_1_T.s48831","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H11_3_T.s26570","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H2_2_T.s23943","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
"H8_3_M.s14437","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","",""
